Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2015-02-28;0;885.7;18;28;20.8;17.9;85.5;47;12.5;1.8;
2015-03-01;6;886;17.9;26.7;21;17.7;84;53;9;1.7;
2015-03-02;5;886.9;18.1;26;20.9;18.3;84.8;55;8.4;2;
2015-03-03;2.4;886.4;17.7;27.6;21.8;17.4;79;50;7.8;2.2;
2015-03-04;.6;886.5;17.4;26.8;22.6;18.3;73.4;49;7.5;2.1;
2015-03-05;0;887;17.9;24.9;20.1;17.8;87.5;60;7.5;1.8;
2015-03-06;2.6;886.4;17.3;26.7;20.7;17.1;82.5;50;8.5;1.7;
2015-03-07;1.2;885.9;17;27.9;20.3;15.8;83.3;48;16;1.3;
2015-03-08;31.4;886.2;18.2;26.1;20.6;16.2;87.3;61;10.6;1.8;
2015-03-09;10.4;885.7;18.1;28.2;20.7;16.7;87.1;51;18.3;1.5;
2015-03-10;21.2;885.6;19.2;27.2;20.7;17.1;92;53;23.5;1.5;
2015-03-11;33.2;885.4;18.1;28;20.8;17.3;87.1;45;9.9;1.5;
2015-03-12;53.6;885.8;17.7;24.4;20;17.8;87.9;62;7.1;1.5;
2015-03-13;.6;885.7;18.4;25.1;20.7;17.6;88.3;60;6;1.6;
2015-03-14;1.8;885.5;18.7;26.8;21.2;18.9;86.8;57;11.8;2.2;
2015-03-15;23;885.9;18.3;27.3;21.4;18.6;84.9;52;8.5;2.3;
2015-03-16;0;885.6;16.9;27.2;21.1;17.2;78.8;45;9.8;2.1;
2015-03-17;0;886.1;16.4;24.5;19.5;16.7;83.6;56;13.8;1.5;
2015-03-18;16.2;886.7;17.3;24.7;19.8;17;87.2;52;7.3;1.9;
2015-03-19;7.2;886.7;17.8;19.9;null;17.8;98.6;81;7.1;1.4;
2015-03-20;null;885.5;17.5;22.1;18.5;16.6;94.3;70;6.5;1.7;
2015-03-21;.8;884.9;17.1;25.6;19.2;16.7;89.3;54;9.3;2.1;
2015-03-22;34.6;885.4;17.3;24.3;19;16.6;90.7;63;8.1;3.1;
2015-03-23;2.2;887.6;17.7;27.2;21.4;17.8;81.7;48;6.9;2.3;
2015-03-24;8.2;889.1;19;25.1;20.5;18.3;91.9;65;9.4;1.5;
2015-03-25;2.4;888.5;18.3;28.6;21.2;17.3;86;42;8.2;1.8;
2015-03-26;.4;887.4;18.6;27.6;21.1;16.9;87.4;51;10.2;1.4;
2015-03-27;13;888.5;19.2;23.8;20.3;18.3;94;73;7.1;1;
2015-03-28;2.6;889.1;18;28.8;22.4;16.4;79.2;47;7.9;2;
2015-03-29;0;887.7;17.7;29.5;23.4;17.7;73;44;6.9;1.9;
2015-03-30;0;887;17.3;28.8;22.8;17.5;73.4;46;8;1.5;
2015-03-31;0;887.3;17.8;28.7;22;19.1;79;43;8.1;1.4;
2015-04-01;.2;887.2;17;29.7;23.1;17.9;71.2;37;7.4;1.6;
2015-04-02;0;887.3;18;28.6;22;18.5;79.8;46;10.7;1.9;
2015-04-03;1.4;886;18.2;26.7;21.3;18.5;83.5;59;6.3;2;
2015-04-04;6.4;884.7;18.1;27.5;21.7;18.1;81.4;48;7.7;2.1;
2015-04-05;.4;885.3;18.9;25.9;21;19.3;88.5;60;7.7;1.2;
2015-04-06;20.4;885;17.8;27.7;22.3;17.8;77.8;49;8.1;2;
2015-04-07;0;884.7;18.6;27.7;22.1;19.1;81.5;53;9.6;2.4;
2015-04-08;16.8;886.5;19.2;26.1;20.9;19;90.9;61;9.4;1.8;
2015-04-09;21.6;888;18.4;25.4;20.4;17.3;89.8;58;7.7;2.1;
2015-04-10;.4;888.6;18;27;22;18.7;80;52;8.8;3.2;
2015-04-11;0;888.3;17.1;27.9;22.4;18.6;73.3;48;7.1;2.8;
2015-04-12;0;887.5;17.1;26.6;21.9;19.5;74.9;50;5.9;2;
2015-04-13;.2;888.1;17;27.2;22;18.3;75.5;43;7.2;1.7;
2015-04-14;2.2;888.1;17.5;27.5;21.8;18.9;78.6;45;6.8;1.6;
2015-04-15;7.8;887.6;18.2;25.7;21.3;18.7;84.2;58;5.9;1.8;
2015-04-16;30.6;886.9;18.3;26.4;20.5;17.3;88.8;58;7.4;1.6;
2015-04-17;5.4;887.1;17.5;26.9;21.1;16.3;82.1;52;5.2;1.1;
2015-04-18;0;887.2;19;26.4;21.5;18.4;86.5;60;6.8;1.6;
2015-04-19;.2;886.3;18.2;28.7;21.9;17.4;82.7;44;8.5;1.7;
2015-04-20;22.8;886.4;18.8;29;22.9;18.9;80.2;45;7.3;1.8;
2015-04-21;9.6;886.7;18.3;27.3;22;18.7;82.2;46;6.4;1.7;
2015-04-22;.2;886.4;18.9;27.9;22.8;19.6;80.2;50;8.9;1.2;
2015-04-23;10.6;887.5;18.5;26.7;21.4;17.9;84.9;58;8.8;1.8;
2015-04-24;.6;888.4;18.3;27.9;21.4;17.8;84.8;48;7.6;1.4;
2015-04-25;6.2;888.5;18.4;28.4;21.3;18.7;85.6;47;7.7;1.6;
2015-04-26;12.2;887.5;19.2;27;21;18.6;90.9;54;7.7;1.6;
2015-04-27;9.8;887.4;17.3;24.9;20.8;17.6;81.9;60;8.7;2.5;
2015-04-28;0;886.8;17.8;25.5;20.8;17.6;84;55;7.2;2;
2015-04-29;5;886.3;16.9;25.7;20.3;16;82.8;53;7.3;1.8;
2015-04-30;1;886.4;17.5;25.8;19.9;17.4;87.5;53;10.2;1.6;
2015-05-01;14.2;886.6;16.3;23.7;19.1;14.9;85.3;60;6.3;1.8;
2015-05-02;.2;886.4;16;25.3;20;15.4;79.3;55;7.5;2.4;
2015-05-03;0;887.1;16.1;25.3;20.6;17.2;76.6;52;8.8;2.7;
2015-05-04;0;887.5;17.2;25.3;20.3;16.8;83.5;56;7.8;1.7;
2015-05-05;1.4;888;18.5;24.6;20.4;18.3;89.6;63;7;1.3;
2015-05-06;5.2;887.9;18.8;25.5;20.6;18.5;89.8;61;5.2;1.3;
2015-05-07;5.8;887;17.5;25.8;20.7;16.5;83.7;55;6.5;1.5;
2015-05-08;0;888.4;17.5;25.9;21.3;17.9;80.3;55;8.1;2.7;
2015-05-09;0;889.3;17.2;23.3;19.8;17.6;85.5;68;8.3;3.4;
2015-05-10;0;887.9;16.2;27.2;21;16.7;75.7;46;7.1;2.1;
2015-05-11;10.8;887.8;16.4;20.5;17.3;15.7;94.2;78;9.4;2;
2015-05-12;1.8;887.3;15.3;24.5;18.4;13.4;83.9;56;5.5;1.5;
2015-05-13;0;888.4;16;23.3;19.3;16.5;82.1;65;6.2;2.3;
2015-05-14;0;888.6;17;23.6;18.9;16.4;88.8;66;8.5;3;
2015-05-15;0;889.7;16.3;22.9;19.1;16.6;84.8;61;8.3;3.1;
2015-05-16;0;890.6;14.7;22.1;18.7;15.5;78.3;60;8.6;3.1;
2015-05-17;0;891.4;14.7;24.7;19.2;15.1;76.9;52;7.6;2.6;
2015-05-18;0;890.4;14.5;24.3;19.5;15.9;73.8;51;7.3;2.7;
2015-05-19;0;889.7;14.8;25.4;19.7;16.1;75;47;6.7;2.6;
2015-05-20;0;889.2;14.5;24.6;19.7;17.2;72.4;51;7.4;2.9;
2015-05-21;0;890.6;15.7;24.6;19.2;15.7;81.8;55;8.1;3.3;
2015-05-22;0;891.2;14.5;23.7;19.1;15.4;75.5;57;9;3.4;
2015-05-23;0;890.3;13.9;24.7;19.2;14.3;72.9;49;7.9;2.4;
2015-05-24;0;889;13.7;26;19.6;13.2;71.1;41;5.7;1.6;
2015-05-25;0;888.8;12.6;26;19.9;13.3;66.8;33;6.3;1.8;
2015-05-26;0;888.4;12.7;26.3;19.8;12.9;66.4;36;8.3;2.3;
2015-05-27;0;887.8;12.1;27.6;20.7;13.5;60.6;30;6.6;1.8;
2015-05-28;0;887.8;13.4;27.2;20.1;14.8;67.4;38;6.9;1.3;
2015-05-29;4.2;886.5;15.4;25.1;19.7;16.1;77.5;52;7.5;2.1;
2015-05-30;0;887.3;15.7;26.4;20.3;15.2;78.1;41;5;1.1;
2015-05-31;.2;888.5;15;27.3;21;14.6;71.4;38;6.5;1.8;
2015-06-01;0;889.2;14.4;27;20.9;14.6;70;38;6.8;1.7;
2015-06-02;0;888.8;13.6;26.1;21.2;15.3;64;40;8;2.3;
2015-06-03;0;889.5;14.2;23.9;19.8;15.7;71.1;53;8.4;2.6;
2015-06-04;0;890.6;14;23.7;19;15.2;74.1;52;8.6;3.1;
2015-06-05;0;890.4;13.1;24.8;19.1;14.6;69.7;44;8;2.9;
2015-06-06;0;889.4;13.6;24.7;19.6;15.6;69.6;46;7.9;2.9;
2015-06-07;0;889.9;14.1;24.6;19.8;16;70.5;52;8.5;3.1;
2015-06-08;0;889.7;13.4;24.8;19.8;14.9;68.5;43;8.7;2.7;
2015-06-09;0;888.9;11.8;25.8;19.8;12.9;62.2;36;7.3;2.2;
2015-06-10;0;889.3;11.8;26.3;20.2;13.6;60.7;33;7.1;2.1;
2015-06-11;0;889.1;12.2;26;19.4;13.3;65.3;37;7.5;1.9;
2015-06-12;0;888.8;13.2;26.3;20;13.6;66.6;40;8.5;2.1;
2015-06-13;0;887.9;12;26.9;20.4;14.7;61.7;30;10.1;2.2;
2015-06-14;0;887.7;9.9;27.6;20;13.5;54.9;30;8.5;2;
2015-06-15;0;888.7;10.3;28.7;20.7;13.7;55;27;6.2;1.4;
2015-06-16;0;888.7;13.4;26.9;20.7;15.4;64.4;39;10.3;1.9;
2015-06-17;0;889.2;14;26;20.9;16.2;66.1;45;8.7;2.7;
2015-06-18;0;889.4;13.9;26.4;21;17;65.3;40;7.8;2.8;
2015-06-19;0;890;12.6;25.5;19.7;13.9;66.9;33;8.7;2.3;
2015-06-20;0;891;11.8;23.4;18.9;15.2;65.3;38;11.6;3.5;
2015-06-21;0;893;12;20.3;16.4;13.8;75.8;60;7.7;2.6;
2015-06-22;0;892.2;12;22.8;17.4;13.6;72;47;7.6;2.8;
2015-06-23;0;892.5;11;24.4;17.3;11.3;71;31;6.1;1.4;
2015-06-24;0;892.3;10.1;24.4;18.9;13.7;58.1;35;9.6;2.8;
2015-06-25;0;893.4;12.1;24.1;18.7;14.2;65.9;50;10.6;3.3;
2015-06-26;0;894.5;12.3;21.5;17.1;14.2;73.7;55;9.7;3.7;
2015-06-27;0;893.7;10.1;22.1;16.4;11.6;67.6;42;9;3.5;
2015-06-28;0;891.7;9.4;22.3;16.4;11.8;64.1;43;7.5;3;
2015-06-29;0;890.4;10.4;23;17.4;11.5;65.3;41;7.7;2.4;
2015-06-30;0;890.4;10.1;26.2;18;10.9;64.3;27;8.6;1.8;
2015-07-01;0;890.2;9.1;26.6;19;12.5;55.7;27;6.2;1.4;
2015-07-02;0;888.9;11.3;26.1;19.7;12.6;59.5;37;7.3;2.3;
2015-07-03;0;888;10.8;27;20;13.5;57.9;32;9.9;2;
2015-07-04;.2;888.4;10.9;28.9;20.9;15;56.7;28;5.3;1.4;
2015-07-05;0;888.2;10.9;28.1;21.2;15.3;54.5;29;8.4;2;
2015-07-06;0;888.3;11.7;26.8;21.3;17.9;55.2;34;7.6;2.9;
2015-07-07;0;888.8;12.9;23.6;19;15.2;68.5;52;7.5;2.9;
2015-07-08;0;889.7;13.5;24.7;16.9;13.9;82;42;9.8;2.5;
2015-07-09;.6;890;12.7;23;17.3;13.6;76;51;6.8;2.1;
2015-07-10;0;890.5;13.2;26.8;19.5;12.7;70.4;40;9.3;2.5;
2015-07-11;0;890.4;12.4;26.6;21.2;15.7;58.3;36;8.5;2.4;
2015-07-12;0;889.7;11.8;26.7;21.4;17.5;56.1;30;7.4;2.7;
2015-07-13;0;888.9;11.3;27.1;20.6;13.7;58.2;32;8.4;2.3;
2015-07-14;0;889.6;12.3;26.6;20.8;13.6;59.6;38;8.7;2.4;
2015-07-15;0;891;11.8;26.5;21;16.3;57.9;32;9.8;2.9;
2015-07-16;0;891.2;9.8;25.3;19.8;15.4;54.8;29;10.9;3.7;
2015-07-17;0;891.5;9.6;24.2;18.8;14.6;57;33;10.4;3.9;
2015-07-18;0;890.8;10.2;23.8;18.5;14;59.3;39;10;3.1;
2015-07-19;0;890.9;8.9;24.7;19.4;15.1;51.6;34;9.6;3.1;
2015-07-20;0;890.1;11.3;24.9;19.2;14.4;61.9;39;7.8;2.6;
2015-07-21;0;889.5;9.5;27.1;19.6;12.3;55.8;27;5.6;1.3;
2015-07-22;0;889.4;8;26.6;20.1;12;48.7;27;7.9;2;
2015-07-23;0;891;7.9;25.5;20.1;15;45.8;31;9.6;2.9;
2015-07-24;0;891;9.4;25.9;18.7;12.6;57.1;31;8.3;2.3;
2015-07-25;0;889.5;9.9;27.1;19.9;13.3;55.2;31;6.2;1.4;
2015-07-26;0;888.7;9.8;28.1;21;15.4;51.5;27;9.3;1;
2015-07-27;0;888.4;9.5;27.5;21.3;14.4;49.3;27;8.8;1.6;
2015-07-28;0;889;9.3;28;22.7;16.9;43.9;28;7.8;2.7;
2015-07-29;0;890.4;7.8;27.2;21.2;14.7;43.9;25;9;2.8;
2015-07-30;0;890.9;7.8;25.7;20.1;14.8;46.3;29;10.6;3.5;
2015-07-31;0;890.4;7.5;26.9;20.6;15.7;44.3;26;9.8;2.7;
2015-08-01;0;890.1;8.1;26.2;20;12.5;48.2;27;9;2.8;
2015-08-02;0;888.8;7.4;26.9;20.4;14.6;44;28;7.7;2.6;
2015-08-03;0;889.7;6.6;27.1;20.4;12.2;42.7;24;7.8;2.5;
2015-08-04;0;890.2;4.8;27.3;20.5;11.5;37.5;22;7.2;2.3;
2015-08-05;0;889.5;4.5;27.1;20.4;12.1;37.4;20;7.9;2.3;
2015-08-06;0;888.6;5;28;20.2;11.7;40.4;20;8.3;2;
2015-08-07;0;888.1;4.6;28;20.5;11.9;38.1;20;7.6;1.8;
2015-08-08;0;888.8;6.5;26.8;21;15.7;39.9;25;8.1;3.1;
2015-08-09;0;889.2;7.6;25.9;19.9;14.5;46.3;30;9.9;3.3;
2015-08-10;0;890.6;9.1;25.5;20.1;15.3;50;34;10.9;3.8;
2015-08-11;0;891;8.5;25.9;19.5;14.1;51.2;28;11.5;4.1;
2015-08-12;0;890.9;6.2;24.6;18.5;12.9;46.5;27;11;4;
2015-08-13;0;891.2;6.4;24.1;17.9;10.6;48.8;30;12.2;3.5;
2015-08-14;0;890.9;7.3;24.8;18.9;13.4;48.5;29;11.2;4.2;
2015-08-15;0;890.6;8.2;27.3;20.4;14.9;47.3;27;10.5;3;
2015-08-16;0;890.6;8.9;27.3;21.5;16.4;46.3;28;9.3;3;
2015-08-17;0;890.3;8.4;25.9;20.5;15.6;47.8;28;10.1;3.6;
2015-08-18;0;890.1;8.8;26.2;20.3;15.6;50;28;9.1;2.8;
2015-08-19;0;888.5;8.8;28.1;20.8;13.7;49.3;25;7.6;2.1;
2015-08-20;0;887.3;8;29.8;22.2;15.8;43.3;23;5.7;1.4;
2015-08-21;0;887.8;7.6;29.7;22.6;16.4;40;23;6.9;1.9;
2015-08-22;0;886.5;7.6;30.6;23.2;16.1;38.8;21;7.3;1.6;
2015-08-23;0;886.6;8.7;30.4;23.1;16.2;42.3;22;7.1;1.9;
2015-08-24;0;886.6;6.9;30.7;23.1;16;38.3;19;9.6;1.9;
2015-08-25;0;886.5;5.7;31.3;24.2;17.1;31.6;17;8.9;2.7;
2015-08-26;0;887.2;5.6;31.5;24.8;19.1;30.4;18;7.2;2.6;
2015-08-27;0;887.8;7.2;31.5;24.8;16.9;34.7;18;8.5;2.2;
2015-08-28;0;889;10.9;29.7;22.7;15.7;51.5;25;10.3;3.3;
2015-08-29;0;889.8;11.3;29.1;23.2;19.4;49.1;28;10.9;3.6;
2015-08-30;0;890.3;10.6;29.2;23;18.3;47.6;28;8.8;3.4;
2015-08-31;0;890.2;9.1;29.6;23.2;17.8;42.8;23;9.1;2.9;
2015-09-01;0;889.6;5.1;30.6;23;14.2;34.2;16;8.9;1.9;
2015-09-02;0;887.9;3.3;31.6;24;15.1;29.2;13;8.6;2.1;
2015-09-03;0;887.7;4.5;31.6;24.5;16.4;29.2;15;10.3;2.2;
2015-09-04;0;887.5;3.4;32.7;24.7;17.7;27.6;13;8.6;2;
2015-09-05;0;887.3;3.9;32.8;25.1;18.2;26.7;14;6.2;1.5;
2015-09-06;0;886.2;6.4;32.5;25.1;18.4;31.7;15;5.9;1.6;
2015-09-07;0;885.3;10.1;31.7;25.4;20.1;38.9;27;10;2.9;
2015-09-08;1.4;884.9;13.8;30;24.4;20.9;53.3;31;11.4;3.1;
2015-09-09;0;886.5;15;23.6;20.5;18.2;71;53;8.8;3.1;
2015-09-10;.4;886.4;12.5;30.7;23;15.7;57;27;9;2.4;
2015-09-11;0;885.9;9.6;32.8;25.5;18.8;39;20;9.4;2.1;
2015-09-12;0;887.4;15.3;30.8;23.4;18.8;62;33;7.6;2.4;
2015-09-13;5.8;888.2;16.3;28.2;22.2;17.9;71;45;7.1;2.4;
2015-09-14;1;888.9;15.6;24.3;21.5;19.1;69.9;50;8;2;
2015-09-15;3;889.4;15.5;29.2;22.8;18.6;66.2;37;9.2;3.3;
2015-09-16;0;888.6;12.2;31.1;24.5;19.4;48.9;20;8.6;2.8;
2015-09-17;0;887.9;7.1;32;25.5;16.9;32.8;16;8.5;2.7;
2015-09-18;0;887.9;5.2;31.8;25.7;17.1;28.6;13;9.9;3;
2015-09-19;0;888.2;2.3;31.6;24.6;15.1;26;11;10.3;2.6;
2015-09-20;0;887.6;1.2;31.7;24.6;14.5;24;11;6.6;1.7;
2015-09-21;0;886.8;1.9;32.2;24.5;15.3;24.5;12;7.3;1.9;
2015-09-22;0;886.2;5.8;32.7;25;16.8;30.8;15;8.5;1.7;
2015-09-23;0;885.9;9.8;32.9;26.5;18.5;37.6;20;8.6;1.7;
2015-09-24;0;886.1;6.7;34.2;26.8;18.9;32.2;12;8.6;1.9;
2015-09-25;0;886.5;2.1;34.9;28.2;19.4;19.7;11;8.9;2.1;
2015-09-26;0;886.4;8.1;33.8;26.5;20.6;32.3;18;7.6;1.5;
2015-09-27;0;885.8;7.9;34.1;27.1;20.2;33.9;13;9.7;2.4;
2015-09-28;0;885.2;11.2;30.9;24.8;20.6;44.5;22;9.1;2;
2015-09-29;6.8;886.2;16.5;26.8;20;17.7;80.7;42;11.4;2.7;
2015-09-30;.6;885.5;12.8;30.8;22.9;16.4;57.9;23;7.6;2.4;
2015-10-01;0;885.2;8;32.3;25.3;16.3;38.1;16;9.1;2.3;
2015-10-02;0;885.7;6.3;32.6;26.3;20;28.9;17;9.9;2.7;
2015-10-03;0;885.9;5.6;34;26.7;17.9;28.6;14;8.1;2.2;
2015-10-04;0;886.4;11;33.2;26.5;21;39.4;24;5.9;1.7;
2015-10-05;0;886.4;13.1;32.8;26.6;21.8;45.1;25;8.5;2.6;
2015-10-06;0;886.4;13.5;32.7;25.4;21.3;50.4;26;13.3;3.1;
2015-10-07;11.6;887.1;16;30.3;23.1;17.6;67.4;35;8.7;2.3;
2015-10-08;0;886.7;13.4;31.5;24.6;17.6;54.3;26;9.2;2.2;
2015-10-09;0;886.1;8.9;32.8;26.7;21.2;34.5;19;7.3;2.5;
2015-10-10;0;886.7;3.7;32.9;26.6;18.5;24.6;14;8.5;2.4;
2015-10-11;0;886.3;3.6;32.8;27.1;19.3;23.3;12;9.2;2.8;
2015-10-12;0;886.5;5.4;32.4;26.6;19.9;26.5;17;9.6;2.8;
2015-10-13;0;887.1;4.7;32.3;26.6;21;25.2;16;9.6;2.6;
2015-10-14;0;887.1;2.6;33;27.3;19.2;21;13;8.6;2.6;
2015-10-15;0;887;3.9;33.7;27.3;18.5;23.6;12;10.9;2.3;
2015-10-16;0;887.6;6.5;34.3;27.8;20.4;27.4;15;9.8;2.7;
2015-10-17;0;887.5;5.6;34.9;27.9;19.3;26.8;13;8.8;2.1;
2015-10-18;0;887.6;3.3;34.9;28.4;19.4;22;11;11.5;3;
2015-10-19;0;887.6;4.1;33.9;27.8;21.9;22.6;14;8.4;2.7;
2015-10-20;0;887.1;6.6;34.7;27.5;19.4;28.7;14;8;2.1;
2015-10-21;0;886.3;9.8;34.6;27.1;19.6;35.7;19;5.8;1.6;
2015-10-22;0;884.8;12.7;34.6;27.3;20.6;42.5;24;8.3;1.8;
2015-10-23;.6;887;16;27.2;21.9;18;71.1;45;13.6;2.9;
2015-10-24;1.8;886.3;14.5;32.7;25.2;17.9;54.9;28;8.8;2.6;
2015-10-25;0;887.3;15.4;28.7;23.4;19.1;62.1;39;9.7;2.8;
2015-10-26;0;888.5;17;26.4;21.7;18;77;45;8.3;2.4;
2015-10-27;0;886.5;15.3;31.9;24.7;20.1;58.3;30;8.3;2.4;
2015-10-28;6.2;886.4;18.3;26.1;21.3;18.3;84.1;59;7.3;2.4;
2015-10-29;5.2;886.2;17.6;28.9;21.4;18.1;81;44;7.7;1.7;
2015-10-30;14.2;886.3;18.7;28;21;18.6;87.3;54;9.3;1.8;
2015-10-31;3.4;885.7;18;27.7;22;18;79.7;49;8.3;2.2;
2015-11-01;5.8;885.5;18.8;27.3;20.9;19.2;89.1;53;12.2;2.1;
2015-11-02;3.6;885.3;17.9;29.4;21.8;18.3;80.8;40;10.5;1.9;
2015-11-03;.2;885.9;14.5;31.1;23.7;17.7;62.6;25;7.7;1.8;
2015-11-04;.2;886;11.9;31.9;24.8;17;53;19;7.9;1.7;
2015-11-05;0;885.6;13;31.6;24.7;19.3;49.7;27;7.3;2;
2015-11-06;0;885.8;14.8;32.5;26.1;20.5;53.2;23;9.4;2.7;
2015-11-07;0;885.7;14.9;33.1;25.7;20.7;53.4;24;9.4;2.4;
2015-11-08;0;886.2;13.6;30.8;24.7;19.5;53.4;27;10.5;3.2;
2015-11-09;0;887;9.5;32.6;26.2;19;37.5;21;10.3;2.7;
2015-11-10;0;887.9;7.8;31.3;26.5;20;31.1;24;14.2;3.2;
2015-11-11;0;886.4;8;32;26.7;22.4;31.2;21;9.7;2.8;
2015-11-12;0;884.6;9.4;33.7;26.1;20.2;38.4;16;8.4;1.6;
2015-11-13;0;884.6;12.7;33.3;26.3;19.5;44.8;24;10;2.2;
2015-11-14;0;885.6;15;31.3;25.2;21.1;55.3;33;11.7;2.9;
2015-11-15;5;885.7;17.8;27.2;21.1;19;82.2;52;9.9;1.9;
2015-11-16;6;884.6;19.1;29.1;21.3;18.9;88.8;44;7.2;2.2;
2015-11-17;34;884;18.9;27.6;21.8;19.5;84.7;51;8.3;1.7;
2015-11-18;5;883.5;18.6;27.8;21.3;18.1;86;49;9;1.7;
2015-11-19;1.8;883;18.1;28.1;22.2;19.1;79.4;44;8.1;1.7;
2015-11-20;.2;883.4;18.1;27.9;22.3;20.1;78.5;48;13.9;2.8;
2015-11-21;4;884.7;18.4;29;22.6;18.7;79.1;44;6.3;1.6;
2015-11-22;2;885.1;18.1;30.2;24.2;19.7;71.2;37;7.7;1.7;
2015-11-23;.2;883.5;18.4;28.7;23.1;20;76.2;48;11.5;1.9;
2015-11-24;15.8;883.7;16.7;29.1;22.1;17.5;74.5;40;15.5;2.8;
2015-11-25;.2;884.7;15.1;28.7;22.3;15.9;66.7;36;15.5;2.3;
2015-11-26;0;885.3;17.4;30.4;23.7;19.1;70;39;13.3;2;
2015-11-27;11.6;884.9;19.1;29.2;22;19.6;85;50;21;2;
2015-11-28;36.6;885.6;18.7;25.7;20.1;16.6;92.3;57;8.4;1.8;
2015-11-29;11.4;886.6;17.7;28.5;22.1;17.4;78.9;46;6.8;1.7;
2015-11-30;0;887.3;18.6;29.8;23;19.4;79;45;17.4;1.9;
2015-12-01;27.2;887.5;19;29.6;23.5;18.8;77.8;44;10.6;2.6;
2015-12-02;.4;886.8;17.1;31.3;24.9;19.5;66.5;30;8.4;2.1;
2015-12-03;0;886.4;16.5;30.4;24.2;18.7;64.6;34;8.7;1.9;
2015-12-04;0;885.6;16.1;30.9;24.4;19.4;61.3;36;10.6;1.8;
2015-12-05;11.4;886;15.9;28.1;22.7;18.3;67.1;40;8.3;2.5;
2015-12-06;1;886.4;17.7;27.2;21;18.7;82.5;52;13.2;2.3;
2015-12-07;3.2;886.1;17.4;29.9;23.4;18.5;71.8;40;7.8;1.8;
2015-12-08;0;886.6;18.1;29.1;22.4;18.2;77.5;50;11.4;1.9;
2015-12-09;3.6;887.9;16.6;28.7;22.5;18.2;71.7;43;9.3;2.5;
2015-12-10;0;887.2;18.2;30;23.3;18.7;75.3;38;9;1.3;
2015-12-11;14;887.4;15.6;30.6;24;18.5;63.3;28;8;2.5;
2015-12-12;0;886.5;14.2;32.6;25.2;18.9;54.7;23;8.7;2.3;
2015-12-13;.2;887;15.9;26.3;22.4;19.7;67.5;45;8.3;2.1;
2015-12-14;1;887;16.8;29.3;22.8;17.8;70.8;40;9.4;2;
2015-12-15;.2;886.6;14.8;30.2;23.8;17.5;61.5;28;8.9;2.1;
2015-12-16;0;886.2;13.7;30.6;24.5;19.2;54.7;24;8.4;2.2;
2015-12-17;0;886.2;13;31.5;24.5;19.1;51.5;23;8.6;1.9;
2015-12-18;3.4;886.7;14.7;30.3;23.1;17.9;61.5;32;10.7;1.9;
2015-12-19;7.2;887.5;15.2;29.4;22.8;17.3;66.1;32;10.6;1.8;
2015-12-20;11;887.2;16.9;27.9;22.4;18.9;73.1;43;8;1.6;
2015-12-21;26.6;886.7;17.2;27.9;22.3;17.9;75.1;44;9;2;
2015-12-22;2.8;886.8;17.6;29.3;22.3;18.9;77.4;39;18.3;2.2;
2015-12-23;9.6;886.8;16.2;29.6;23.9;18.3;67;34;8.9;2.6;
2015-12-24;0;887.4;11.8;29.5;25.1;21.2;44.7;29;10.4;3.2;
2015-12-25;0;887.4;11.9;31.1;24.6;17.3;48.5;24;8.1;1.8;
2015-12-26;0;886.4;16.2;27.5;22;20;71.7;42;11.3;1.8;
2015-12-27;9;886.2;17.6;27.2;21.3;18;81;46;9.5;1.7;
2015-12-28;1;886.7;16.2;28.2;22.1;18.3;70.8;43;11.7;2.7;
2015-12-29;.2;888.8;17.5;25.6;21.1;18.8;81.4;49;7.4;2.1;
2015-12-30;19.4;890;17.1;22.5;19.7;17.2;86.3;64;8.2;1.5;
2015-12-31;.8;887.2;17.2;28.1;22.3;18.5;75.8;43;6.5;1.4;
2016-01-01;.6;885.4;17;28.9;23.7;19;68.8;38;7.1;1.6;
2016-01-02;4.2;886;17.8;29;22.4;18.1;77.3;40;8.7;1.8;
2016-01-03;.6;885.9;18.4;26;21.6;19.7;83.1;61;14.5;1.9;
2016-01-04;32.8;885.9;18.9;27.7;21.5;18.1;86.7;49;11.9;1.4;
2016-01-05;0;886.2;19.5;25.3;20.8;18.1;92.7;62;8.4;1.5;
2016-01-06;6.6;885.8;19;25.2;20.9;18.9;89.8;63;11.3;2.6;
2016-01-07;1.2;884.1;19.3;26.1;21;19.1;90.7;60;10.3;2.8;
2016-01-08;1.4;884.2;19.5;24.5;20.4;19;95;71;10.2;3.2;
